"Candidat-e","Civ.","Nom","Prénom","Mandat","Département ou collectivité","Commune ou circonscription","Publication"
"FILLON François","Mme","DUBOIS","Christine","Maire","Essonne","Mauchamps","01/03/2017"
"FILLON François","M","LEVESQUE","Jean-Michel","Maire","Val-d'Oise","Osny","01/03/2017"
"FILLON François","M","CARTIER","Frédéric","Maire","Doubs","Sancey","01/03/2017"
"FILLON François","M","SALANSON","Jean-Jacques","Maire","Rhône","Vauxrenard","01/03/2017"
"FILLON François","M","MARCILLAC","Jean-Pierre","Maire","Indre","Coings","01/03/2017"
"FILLON François","M","TUDELA","Henri","Maire","Côte-d'Or","Santenay","01/03/2017"
"FILLON François","M","TEULET","Michel","Maire","Seine-Saint-Denis","Gagny","01/03/2017"
"FILLON François","Mme","LECUYER","Catherine","Membre du Conseil de Paris","Paris","","01/03/2017"
"FILLON François","M","PARISOT","Patrick","Maire","Morbihan","Plaudren","01/03/2017"
"FILLON François","Mme","FAUTRA","Laurence","Maire","Rhône","Décines-Charpieu","01/03/2017"
"FILLON François","Mme","BRANGET","Françoise","Conseiller/ère départemental-e","Doubs","","01/03/2017"
"FILLON François","M","BLOT","Jean-Pierre","Maire","Oise","Cambronne-lès-Clermont","01/03/2017"
"FILLON François","M","BLUTEAU","Jean-Michel","Conseiller/ère départemental-e","Seine-Saint-Denis","","01/03/2017"
"FILLON François","M","GILLOT","Jean-Marie","Maire","Haute-Saône","Vy-lès-Filain","01/03/2017"
"FILLON François","M","MENAHES","Lucien","Maire","Morbihan","La Trinité-Surzur","01/03/2017"
"FILLON François","M","VIGNARD","Daniel","Maire","Ain","Savigneux","01/03/2017"
"FILLON François","M","VIENET","Michel","Conseiller/ère départemental-e","Doubs","","01/03/2017"
"FILLON François","M","CARLIER","Jean-Christophe","Maire","Aisne","Cerizy","01/03/2017"
"FILLON François","M","BENIZE","Georges","Conseiller/ère départemental-e","Yvelines","","01/03/2017"
"FILLON François","Mme","CHODRON DE COURCEL","Marie","Maire","Côte-d'Or","Ecutigny","01/03/2017"
"FILLON François","Mme","LAPOINTE-ZORDAN","Pauline","Conseiller/ère départemental-e","Moselle","","01/03/2017"
"FILLON François","Mme","LECLERC","Claudette","Conseiller/ère métropolitain-e de Lyon","Rhône","","01/03/2017"
"FILLON François","M","BRUN","Paul","Maire délégué-e","Jura","Aromas","01/03/2017"
"FILLON François","Mme","DE LA VERGNE","Aude","Conseiller/ère départemental-e","Ille-et-Vilaine","","01/03/2017"
"FILLON François","M","HOUSSIN","Jacques","Conseiller/ère départemental-e","Nord","","01/03/2017"
"FILLON François","M","VIDAL","André","Maire","Ariège","Aleu","01/03/2017"
"FILLON François","M","HUCHET DE LA BEDOYERE","Jean-Marc","Maire","Oise","Raray","01/03/2017"
"FILLON François","M","ROBIN","Etienne","Maire","Ain","Mézériat","01/03/2017"
"FILLON François","M","BORDE","Pierre","Maire","Charente-Maritime","Boscamnant","01/03/2017"
"FILLON François","M","DUMONT","Pierre-Henri","Conseiller/ère départemental-e","Pas-de-Calais","","01/03/2017"
"FILLON François","M","BATAILLE","Jean-Pierre","Conseiller/ère régional-e","Nord","Hauts-de-France","01/03/2017"
"FILLON François","M","VINCENT","Dominique","Maire","Gard","Saint-Siffret","01/03/2017"
"FILLON François","M","LETELLIER","Alain","Conseiller/ère départemental-e","Oise","","01/03/2017"
"FILLON François","M","CHAIZE","Patrick","Sénateur/trice","Ain","","01/03/2017"
"GORGES Jean-Pierre","M","LECOEUR","Marc","Maire","Eure-et-Loir","La Bourdinière-Saint-Loup","01/03/2017"
"GUAINO Henri","M","HOURDIN","Arnaud","Maire","Yvelines","Rennemoulin","01/03/2017"
"GUAINO Henri","M","COLONNA","Paul-Joseph","Maire","Corse du Sud","Guagno","01/03/2017"
"HAMON Benoît","Mme","GOURJADE","Linda","Député-e","Tarn","3e","01/03/2017"
"HAMON Benoît","Mme","METREF","Nadia","Conseiller/ère départemental-e","Val-d'Oise","","01/03/2017"
"HAMON Benoît","M","CHAUSSIN","Max","Maire","Nièvre","Dornes","01/03/2017"
"HAMON Benoît","M","GUYOLLOT","André","Maire","Nièvre","Ouroux-en-Morvan","01/03/2017"
"HAMON Benoît","M","BOUJLILAT","Hicham","Conseiller/ère régional-e","Nièvre","Bourgogne-Franche-Comté","01/03/2017"
"HAMON Benoît","M","BLIN","Jean-Claude","Conseiller/ère départemental-e","Indre","","01/03/2017"
"HAMON Benoît","M","LAIGNEL","André","Maire","Indre","Issoudun","01/03/2017"
"HAMON Benoît","M","LAVAUD","Henri","Maire","Haute-Vienne","Saint-Méard","01/03/2017"
"HAMON Benoît","Mme","GUEYE","Marie","Conseiller/ère départemental-e","Finistère","","01/03/2017"
"HAMON Benoît","M","REDON-SARRAZY","Christian","Maire","Haute-Vienne","Meuzac","01/03/2017"
"HAMON Benoît","Mme","GOUJON","Charlotte","Conseiller/ère départemental-e","Seine-Maritime","","01/03/2017"
"HAMON Benoît","M","FOURCADE","Michel","Maire","Seine-Saint-Denis","Pierrefitte-sur-Seine","01/03/2017"
"HAMON Benoît","M","EVEN","Jean-Louis","Maire","Côtes-d'Armor","La Roche-Derrien","01/03/2017"
"HAMON Benoît","M","LE BOURDON","Stéphane","Conseiller/ère départemental-e","Finistère","","01/03/2017"
"HAMON Benoît","M","BRIANCON","Philippe","Conseiller/ère régional-e","Haute-Garonne","Occitanie","01/03/2017"
"HAMON Benoît","M","LABAZEE","Georges","Sénateur/trice","Pyrénées-Atlantiques","","01/03/2017"
"HAMON Benoît","M","LE BRAS","Olivier","Conseiller/ère régional-e","Finistère","Bretagne","01/03/2017"
"HAMON Benoît","M","LOHE","Jean-Charles","Maire","Morbihan","Locmalo","01/03/2017"
"HAMON Benoît","M","GOUGNOT","Alain","Maire","Cher","Farges-en-Septaine","01/03/2017"
"HAMON Benoît","M","MOISAN","Yves","Maire","Finistère","Plouézoc'h","01/03/2017"
"HAMON Benoît","M","MOIROT","Christian","Maire","Ariège","Castex","01/03/2017"
"HAMON Benoît","M","LAMBERT","Bernard","Maire","Puy-de-Dôme","Combronde","01/03/2017"
"HAMON Benoît","M","GANEE","Roger","Maire","Côte-d'Or","Saint-Usage","01/03/2017"
"HAMON Benoît","M","HUSSON","Olivier","Maire","Seine-et-Marne","Voinsles","01/03/2017"
"HAMON Benoît","Mme","TROALEN","Anne","Conseiller/ère régional-e","Morbihan","Bretagne","01/03/2017"
"HAMON Benoît","M","DESCAZEAUX","Ghislain","Conseiller/ère départemental-e","Tarn-et-Garonne","","01/03/2017"
"HAMON Benoît","M","LUTZ","Jacques","Maire","Lot","Cambes","01/03/2017"
"HAMON Benoît","M","LALANNE","Jean-Yves","Maire","Pyrénées-Atlantiques","Billère","01/03/2017"
"HAMON Benoît","M","BENEDIC","Fabien","Conseiller/ère départemental-e","Val-d'Oise","","01/03/2017"
"HAMON Benoît","M","DELAFOSSE","Michaël","Conseiller/ère départemental-e","Hérault","","01/03/2017"
"HAMON Benoît","M","DELUGA","François","Maire","Gironde","Le Teich","01/03/2017"
"HAMON Benoît","M","PHALIP","Philippe","Maire","Aude","Floure","01/03/2017"
"HAMON Benoît","Mme","MAQUOI","Nathalie","Membre du Conseil de Paris","Paris","","01/03/2017"
"HAMON Benoît","M","COIGNARD","Ronan","Maire","Morbihan","Concoret","01/03/2017"
"HAMON Benoît","Mme","MCCARRON","Sheila","Conseiller/ère départemental-e","Rhône","","01/03/2017"
"HAMON Benoît","Mme","DASPET","Virginie","Membre du Conseil de Paris","Paris","","01/03/2017"
"HAMON Benoît","M","BARTHAS","Stéphane","Maire","Aude","Salsigne","01/03/2017"
"HAMON Benoît","M","JOULOT","Jean-Paul","Maire","Creuse","Bosroger","01/03/2017"
"HAMON Benoît","M","SAVY","Francis","Maire","Aude","Mazuby","01/03/2017"
"HAMON Benoît","M","MOULIN","Jean-Claude","Conseiller/ère départemental-e","Lozère","","01/03/2017"
"HAMON Benoît","M","LASSUS","Alain","Maire","Nièvre","Decize","01/03/2017"
"HAMON Benoît","M","NEDELEC","Yohann","Maire","Finistère","Le Relecq-Kerhuon","01/03/2017"
"HAMON Benoît","M","BARO","Hervé","Conseiller/ère départemental-e","Aude","","01/03/2017"
"HAMON Benoît","M","CASTEL","Alain","Maire","Haute-Garonne","Pointis-de-Rivière","01/03/2017"
"HAMON Benoît","M","VETELE","Benjamin","Conseiller/ère départemental-e","Loir-et-Cher","","01/03/2017"
"HAMON Benoît","M","ESPOSITO","Jean-Pierre","Maire","Aude","Roquefeuil","01/03/2017"
"HAMON Benoît","Mme","LAUNOY","Claudie","Conseiller/ère régional-e","Manche","Normandie","01/03/2017"
"HAMON Benoît","M","DOUSSOT","Guy","Maire","Nièvre","Château-Chinon (Ville)","01/03/2017"
"HAMON Benoît","M","DEYRES","Jean-Claude","Maire","Landes","Morcenx","01/03/2017"
"HAMON Benoît","M","ROUCHON","Guy","Maire","Creuse","Ajain","01/03/2017"
"HAMON Benoît","M","ESPITALIER","Jean-Luc","Maire","Tarn","Saint-André","01/03/2017"
"HAMON Benoît","Mme","LAPORTE","Martine","Maire","Creuse","Vidaillat","01/03/2017"
"HAMON Benoît","M","DUCHAMBON","Jean","Maire","Haute-Vienne","Saint-Victurnien","01/03/2017"
"HAMON Benoît","Mme","AMBROSIN-CHINI","Nathalie","Conseiller/ère départemental-e","Moselle","","01/03/2017"
"HAMON Benoît","Mme","DELESSARD","Monique","Maire","Seine-et-Marne","Pontault-Combault","01/03/2017"
"HAMON Benoît","M","LABORDE","Bernard","Maire","Creuse","Saint-Pardoux-Morterolles","01/03/2017"
"HAMON Benoît","M","MARCELLAUD","Didier","Maire","Haute-Vienne","Saint-Jean-Ligoure","01/03/2017"
"HAMON Benoît","M","SERNE","Pierre","Conseiller/ère régional-e","Val-d'Oise","Île-de-France","01/03/2017"
"HAMON Benoît","M","LALANDRE","Jean-Marie","Conseiller/ère régional-e","Vosges","Grand Est","01/03/2017"
"HAMON Benoît","M","TOUZET","Patrick","Maire","Creuse","Saint-Georges-la-Pouge","01/03/2017"
"HAMON Benoît","M","FARRE","Régis","Maire","Haute-Garonne","Saint-Lary-Boujean","01/03/2017"
"HAMON Benoît","M","DAUVERGNE","Philippe","Maire","Nièvre","Marigny-l'Eglise","01/03/2017"
"HAMON Benoît","Mme","GAUTHIER","Karine","Conseiller/ère départemental-e","Pas-de-Calais","","01/03/2017"
"HAMON Benoît","M","ESPINOSA","Patrice","Maire","Côte-d'Or","Izier","01/03/2017"
"HAMON Benoît","M","FERON","Hervé","Maire","Meurthe-et-Moselle","Tomblaine","01/03/2017"
"HAMON Benoît","M","DAUDIGNY","Yves","Sénateur/trice","Aisne","","01/03/2017"
"HAMON Benoît","M","MANABLE","Christian","Sénateur/trice","Somme","","01/03/2017"
"HAMON Benoît","M","CAMBADELIS","Jean-Christophe","Député-e","Paris","16e","01/03/2017"
"HAMON Benoît","M","GRICOURT","Marc","Maire","Loir-et-Cher","Blois","01/03/2017"
"HAMON Benoît","M","JORON","Romain","Député-e","Somme","2e","01/03/2017"
"HAMON Benoît","M","CASTELAIN","Bertrand","Maire","Pas-de-Calais","Séricourt","01/03/2017"
"HAMON Benoît","M","METTRE","Renaud","Conseiller/ère départemental-e","Cher","","01/03/2017"
"HAMON Benoît","Mme","DE LA GONTRIE","Marie-Pierre","Membre du Conseil de Paris","Paris","","01/03/2017"
"HAMON Benoît","M","BRICOUT","Jean-Louis","Député-e","Aisne","3e","01/03/2017"
"HAMON Benoît","M","TANGUY","Sylvain","Maire","Essonne","Le Plessis-Pâté","01/03/2017"
"HAMON Benoît","Mme","BARC","Magali","Conseiller/ère départemental-e","Vienne","","01/03/2017"
"HAMON Benoît","M","RAIMBOURG","Dominique","Député-e","Loire-Atlantique","4e","01/03/2017"
"HAMON Benoît","M","HOULLEY","Eric","Maire","Haute-Saône","Lure","01/03/2017"
"HAMON Benoît","M","FONTERAY","Jean-Luc","Maire","Saône-et-Loire","Salornay-sur-Guye","01/03/2017"
"HAMON Benoît","M","GANDILHON","Michel","Maire","Loire","Fontanès","01/03/2017"
"HAMON Benoît","M","BUSSIERE","Alain","Conseiller/ère régional-e","Puy-de-Dôme","Auvergne-Rhône-Alpes","01/03/2017"
"HAMON Benoît","M","DUPRE","Jean-Paul","Maire","Aude","Limoux","01/03/2017"
"HAMON Benoît","M","BOUAD","Denis","Conseiller/ère départemental-e","Gard","","01/03/2017"
"HAMON Benoît","M","MOLHERAT","Michel","Conseiller/ère départemental-e","Aude","","01/03/2017"
"HAMON Benoît","M","GARDES","Roger","Maire","Puy-de-Dôme","Saint-Genès-Champanelle","01/03/2017"
"HAMON Benoît","Mme","COLLINET-JUNG","Catherine","Maire","Meuse","Ancemont","01/03/2017"
"HAMON Benoît","Mme","NORMAND","Audrey","Conseiller/ère départemental-e","Meurthe-et-Moselle","","01/03/2017"
"HAMON Benoît","M","DUCOMBS","Patrick","Maire","Gers","Sauviac","01/03/2017"
"HAMON Benoît","M","BETENFELD","Gérard","Conseiller/ère départemental-e","Puy-de-Dôme","","01/03/2017"
"HAMON Benoît","Mme","JOUNEAUX-PEDRONO","Elisabeth","Conseiller/ère régional-e","Morbihan","Bretagne","01/03/2017"
"HAMON Benoît","Mme","BOUILLE","Marie-Odile","Député-e","Loire-Atlantique","8e","01/03/2017"
"HAMON Benoît","M","MICHELOT","Alain","Maire","Loire-Atlantique","Saint-Malo-de-Guersac","01/03/2017"
"HAMON Benoît","M","PALLOTTA","Berardino","Maire","Meurthe-et-Moselle","Bréhain-la-Ville","01/03/2017"
"HAMON Benoît","M","GROS","Dominique","Maire","Moselle","Metz","01/03/2017"
"HAMON Benoît","Mme","BULTEAU","Sylviane","Député-e","Vendée","2e","01/03/2017"
"HAMON Benoît","M","SANCHEZ","Fabrice","Maire","Loire-Atlantique","Massérac","01/03/2017"
"HAMON Benoît","M","LE VOUËDEC","Dominique","Maire","Morbihan","Gâvres","01/03/2017"
"HAMON Benoît","M","PASCIUTO","Bertrand","Maire","Puy-de-Dôme","Cournon-d'Auvergne","01/03/2017"
"HAMON Benoît","M","VERGNIER","Michel","Député-e","Creuse","1er","01/03/2017"
"HAMON Benoît","M","FLAQUIERE","Vincent","Maire","Dordogne","Simeyrols","01/03/2017"
"HAMON Benoît","M","ROUSSARIE","Jean-Pierre","Maire","Dordogne","Coulounieix-Chamiers","01/03/2017"
"HAMON Benoît","Mme","MEUNIER","Marie-Hélène","Conseiller/ère régional-e","Hérault","Occitanie","01/03/2017"
"HAMON Benoît","Mme","MACABIAU","Suzanne","Maire","Gers","Miradoux","01/03/2017"
"HAMON Benoît","Mme","TOCQUER","Maryse","Maire","Finistère","Saint-Jean-du-Doigt","01/03/2017"
"HAMON Benoît","Mme","GONZALEZ-GRAIL","Ramona","Maire","Loire","La Talaudière","01/03/2017"
"HAMON Benoît","M","BUSQUE","Emile","Maire","Aude","Citou","01/03/2017"
"HAMON Benoît","M","AVIRAGNET","Joël","Maire","Haute-Garonne","Encausse-les-Thermes","01/03/2017"
"HAMON Benoît","M","WEBER","Michaël","Maire","Moselle","Woelfling-lès-Sarreguemines","01/03/2017"
"HAMON Benoît","M","BRUNEL","Serge","Maire","Aude","Conilhac-Corbières","01/03/2017"
"HAMON Benoît","M","RAPPENEAU","Philippe","Maire","Aude","Douzens","01/03/2017"
"HAMON Benoît","M","PESTEIL","Henri","Maire","Aude","Villelongue-d'Aude","01/03/2017"
"HAMON Benoît","M","CHIFFRE","Guy","Maire","Aude","Fournes-Cabardès","01/03/2017"
"HAMON Benoît","M","LANDIER","Samuel","Conseiller/ère départemental-e","Loire-Atlantique","","01/03/2017"
"HAMON Benoît","M","GACHET","Pierre","Maire","Gironde","Créon","01/03/2017"
"HAMON Benoît","Mme","RECALDE","Marie","Député-e","Gironde","6e","01/03/2017"
"HAMON Benoît","Mme","PRUVOT","Muriel","Conseiller/ère départemental-e","Haute-Garonne","","01/03/2017"
"HAMON Benoît","M","RUIZ","Jean-Jacques","Maire","Aude","Malves-en-Minervois","01/03/2017"
"HAMON Benoît","M","CAZANAVE","Philippe","Conseiller/ère départemental-e","Aude","","01/03/2017"
"HAMON Benoît","M","CAMPET","Patrick","Maire","Landes","Nassiet","01/03/2017"
"HAMON Benoît","Mme","BONJEAN","Elisabeth","Maire","Landes","Dax","01/03/2017"
"HAMON Benoît","Mme","CATHALA","Caroline","Conseiller/ère départemental-e","Aude","","01/03/2017"
"HAMON Benoît","M","CAUSSE","René","Maire","Lozère","Pourcharesses","01/03/2017"
"HAMON Benoît","Mme","CHARRET-GODARD","Océane","Conseiller/ère régional-e","Côte-d'Or","Bourgogne-Franche-Comté","01/03/2017"
"HAMON Benoît","M","GROSSET","Pierre","Conseiller/ère régional-e","Jura","Bourgogne-Franche-Comté","01/03/2017"
"HAMON Benoît","Mme","LENFANT","Julie","Maire","Haute-Vienne","Chaptelat","01/03/2017"
"HAMON Benoît","M","AUCOUTURIER","Alex","Maire","Creuse","Saint-Yrieix-les-Bois","01/03/2017"
"HAMON Benoît","M","GUERRE","Jean-Michel","Conseiller/ère régional-e","Allier","Auvergne-Rhône-Alpes","01/03/2017"
"HAMON Benoît","Mme","REJASSE","Jocelyne","Maire","Haute-Vienne","Vayres","01/03/2017"
"HAMON Benoît","M","DESNOUVEAUX","Gilles","Maire","Haute-Marne","Reynel","01/03/2017"
"HAMON Benoît","Mme","VOLPATO","Mireille","Conseiller/ère régional-e","Dordogne","Nouvelle-Aquitaine","01/03/2017"
"HAMON Benoît","M","SAN FRANCISCO","Marc","Maire","Aude","La Fajolle","01/03/2017"
"HAMON Benoît","M","SORE","Serge","Maire","Landes","Luxey","01/03/2017"
"HAMON Benoît","M","BROUSSE","Michel","Maire","Aude","Salles-sur-l'Hers","01/03/2017"
"HAMON Benoît","M","FICHET","Jean-Luc","Maire","Finistère","Lanmeur","01/03/2017"
"HAMON Benoît","M","CHANTRE","Michel","Maire","Pyrénées-Atlantiques","Simacourbe","01/03/2017"
"HAMON Benoît","M","VINCHELIN","Jean-Paul","Maire","Meurthe-et-Moselle","Neuves-Maisons","01/03/2017"
"HAMON Benoît","M","CABANEL","Henri","Sénateur/trice","Hérault","","01/03/2017"
"HAMON Benoît","M","JIDOUARD","Philippe","Conseiller/ère départemental-e","Orne","","01/03/2017"
"HAMON Benoît","M","TAURINYA","Jacques","Maire","Pyrénées-Orientales","Baillestavy","01/03/2017"
"HAMON Benoît","M","MAGNER","Jacques-Bernard","Maire","Puy-de-Dôme","Charbonnières-les-Vieilles","01/03/2017"
"HAMON Benoît","M","MARQUIS","Dominique","Maire","Nord","Nieurlet","01/03/2017"
"HAMON Benoît","M","GOISNARD","Jacques","Maire","Côtes-d'Armor","Lanmérin","01/03/2017"
"HAMON Benoît","M","ROUSSEAU","François","Conseiller/ère départemental-e","Manche","","01/03/2017"
"HAMON Benoît","Mme","HENRY","Gabrielle","Conseiller/ère départemental-e","Hérault","","01/03/2017"
"HAMON Benoît","M","BRUNO","Yves","Maire","Hautes-Pyrénées","Dours","01/03/2017"
"HAMON Benoît","M","ALARY","Damien","Conseiller/ère régional-e","Gard","Occitanie","01/03/2017"
"HAMON Benoît","Mme","DEVOUCOUX","Agnès","Maire","Nièvre","Saint-Germain-des-Bois","01/03/2017"
"HAMON Benoît","Mme","DENIS","Blandine","Conseiller/ère départemental-e","Somme","","01/03/2017"
"HAMON Benoît","M","CAMANI","Pierre","Sénateur/trice","Lot-et-Garonne","","01/03/2017"
"HAMON Benoît","M","DUCAMP","Yves","Maire","Landes","Eyres-Moncube","01/03/2017"
"HAMON Benoît","M","GRENIER","Bernard","Maire","Gironde","Anglade","01/03/2017"
"HAMON Benoît","M","QUEYROI","Jean-Marie","Maire","Dordogne","Cherveix-Cubas","01/03/2017"
"HAMON Benoît","Mme","DORVAL","Gloria","Conseiller/ère départemental-e","Landes","","01/03/2017"
"HAMON Benoît","M","PEDEUBOY","Jean-Louis","Maire","Landes","Labouheyre","01/03/2017"
"HAMON Benoît","M","DEVINAZ","Gilbert Luc","Conseiller/ère métropolitain-e de Lyon","Rhône","","01/03/2017"
"HAMON Benoît","M","EL HASSOUNI","Hamid","Conseiller/ère départemental-e","Côte-d'Or","","01/03/2017"
"HAMON Benoît","M","DICONNE","Jean-Paul","Maire","Saône-et-Loire","Allerey-sur-Saône","01/03/2017"
"HAMON Benoît","M","MILOSZYK","Philippe","Maire","Pas-de-Calais","Rebreuve-Ranchicourt","01/03/2017"
"HAMON Benoît","M","TILLARD","Hervé","Maire","Meurthe-et-Moselle","Chavigny","01/03/2017"
"HAMON Benoît","M","MARTINEZ","Marcel","Maire","Aude","Axat","01/03/2017"
"HAMON Benoît","Mme","RIVEL","Tamara","Conseiller/ère départemental-e","Aude","","01/03/2017"
"HAMON Benoît","M","SOULES","Michel","Maire","Aude","Berriac","01/03/2017"
"HAMON Benoît","M","CHARLES-GUIMPIED","Jean-Pierre","Conseiller/ère régional-e","Loir-et-Cher","Centre-Val de Loire","01/03/2017"
"HAMON Benoît","M","MAULBON","Daniel","Maire","Haute-Marne","Outremécourt","01/03/2017"
"HAMON Benoît","M","BENOIST","Thierry","Maire","Loir-et-Cher","Thoré-la-Rochette","01/03/2017"
"HAMON Benoît","M","FLACHE","Jérôme","Maire","Côte-d'Or","Nolay","01/03/2017"
"HAMON Benoît","Mme","RENAUDIN-JACQUES","Christine","Conseiller/ère départemental-e","Côte-d'Or","","01/03/2017"
"HAMON Benoît","Mme","KISS","Andréa","Maire","Gironde","Le Haillan","01/03/2017"
"HAMON Benoît","M","HERITIE","Michel","Maire","Gironde","Ambarès-et-Lagrave","01/03/2017"
"HAMON Benoît","M","BALLAY","Alain","Député-e","Corrèze","1er","01/03/2017"
"HAMON Benoît","M","DEGUIN","Didier","Maire","Corrèze","Madranges","01/03/2017"
"HAMON Benoît","M","ROUGIER","Jean-Marie","Maire","Haute-Vienne","Rochechouart","01/03/2017"
"HAMON Benoît","M","BONNEAU","Norbert","Maire","Deux-Sèvres","Brie","01/03/2017"
"HAMON Benoît","Mme","COUCHOT","Sylvie","Maire","Val-d'Oise","Vauréal","01/03/2017"
"HAMON Benoît","M","WACHEUX","Alain","Maire","Pas-de-Calais","Bruay-la-Buissière","01/03/2017"
"HAMON Benoît","M","COUNIL","Christophe","Conseiller/ère départemental-e","Sarthe","","01/03/2017"
"HAMON Benoît","M","DI MARTINO","Tony","Maire","Seine-Saint-Denis","Bagnolet","01/03/2017"
"HAMON Benoît","Mme","THERY","Laurence","Maire","Isère","Le Touvet","01/03/2017"
"HAMON Benoît","Mme","DARRAS","Zohra","Conseiller/ère départemental-e","Somme","","01/03/2017"
"HAMON Benoît","Mme","BOUCHOUX","Corinne","Sénateur/trice","Maine-et-Loire","","01/03/2017"
"HAMON Benoît","Mme","LE DISSEZ","Viviane","Député-e","Côtes-d'Armor","2e","01/03/2017"
"HAMON Benoît","M","LESAGE","Michel","Député-e","Côtes-d'Armor","1er","01/03/2017"
"HAMON Benoît","Mme","NICOLAS","Isabelle","Conseiller/ère départemental-e","Côtes-d'Armor","","01/03/2017"
"HAMON Benoît","Mme","VOELTZEL","Anne","Maire","Pyrénées-Atlantiques","Eysus","01/03/2017"
"JADOT Yannick","M","PELEGRIN","Michel","Maire","Deux-Sèvres","Chantecorps","01/03/2017"
"JARDIN Alexandre","M","VAUBOURG","Jean","Maire","Vosges","Bouxurulles","01/03/2017"
"JARDIN Alexandre","M","HENO","Pierre","Maire","Haute-Loire","Saint-Ilpize","01/03/2017"
"JARDIN Alexandre","M","HUGON","François","Maire","Alpes-de-Haute-Provence","Noyers-sur-Jabron","01/03/2017"
"JARDIN Alexandre","Mme","BUSSIERE","Laurance","Maire","Eure","Daubeuf-la-Campagne","01/03/2017"
"JARDIN Alexandre","M","VALETTE","Edmond","Maire","Saône-et-Loire","Saules","01/03/2017"
"JARDIN Alexandre","Mme","RIDARD","Jocelyne","Maire","Eure","Caillouet-Orgeville","01/03/2017"
"JARDIN Alexandre","Mme","ROSETTI","Alexandra","Maire","Yvelines","Voisins-le-Bretonneux","01/03/2017"
"LARROUTUROU Pierre","M","GALEY","Cédric","Maire","Haute-Garonne","Monès","01/03/2017"
"LASSALLE Jean","M","LECCIA","Jean-Baptiste","Maire","Corse du Sud","Sampolo","01/03/2017"
"LASSALLE Jean","M","BOURGUET","Jacques","Maire","Pyrénées-Atlantiques","Viellenave-de-Navarrenx","01/03/2017"
"LASSALLE Jean","M","LAMOUROUX","Didier","Maire","Gironde","Gornac","01/03/2017"
"LASSALLE Jean","Mme","VARIN","Anne","Maire","Calvados","Bonnebosq","01/03/2017"
"LASSALLE Jean","M","DAURES","Jean-Marie","Maire","Aveyron","Trémouilles","01/03/2017"
"LASSALLE Jean","M","SAVINEL","Jean","Maire","Puy-de-Dôme","Arlanc","01/03/2017"
"LASSALLE Jean","M","LAFOURCADE","Christian","Maire","Moselle","Hottviller","01/03/2017"
"LASSALLE Jean","M","DERVIN","Norbert","Maire","Moselle","Waldhouse","01/03/2017"
"LASSALLE Jean","M","BOURGES","Marc","Maire","Mayenne","Izé","01/03/2017"
"LASSALLE Jean","M","CALBO","Daniel","Maire","Lot-et-Garonne","Espiens","01/03/2017"
"LASSALLE Jean","M","TEULE","Jean-Paul","Maire","Pyrénées-Atlantiques","Bentayou-Sérée","01/03/2017"
"LASSALLE Jean","M","LACOME","Roger","Maire","Hautes-Pyrénées","Asque","01/03/2017"
"LASSALLE Jean","M","LARRIBAT","Patrick","Maire","Gers","Armentieux","01/03/2017"
"LASSALLE Jean","M","MASONNAVE","Michel","Maire","Pyrénées-Atlantiques","Gère-Bélesten","01/03/2017"
"LE PEN Marine","M","VARLET","Serge","Maire","Marne","Linthes","01/03/2017"
"LE PEN Marine","Mme","LEVERRIER","Laurence","Conseiller/ère départemental-e","Haute-Marne","","01/03/2017"
"LE PEN Marine","M","GOYCHMAN","Jean","Conseiller/ère régional-e","Maine-et-Loire","Pays de la Loire","01/03/2017"
"LE PEN Marine","Mme","ANTONIOTTI","Michelle","Maire","Haute-Corse","Vallica","01/03/2017"
"LE PEN Marine","Mme","GOUTHIER","Emilie","Conseiller/ère régional-e","Marne","Grand Est","01/03/2017"
"LE PEN Marine","Mme","NEVEUX","Brigitte","Conseiller/ère régional-e","Vendée","Pays de la Loire","01/03/2017"
"LE PEN Marine","M","TRANNIN","Gabriel","Maire","Pas-de-Calais","Léchelle","01/03/2017"
"LE PEN Marine","M","NOGAS","André","Maire","Aisne","Neufchâtel-sur-Aisne","01/03/2017"
"LE PEN Marine","M","MOUTON","Eric","Maire","Somme","Buigny-Saint-Maclou","01/03/2017"
"LE PEN Marine","M","CORBIERE","Jean-François","Conseiller/ère départemental-e","Hérault","","01/03/2017"
"LE PEN Marine","M","JOURDAIN","Alain","Maire","Aude","Fontanès-de-Sault","01/03/2017"
"LE PEN Marine","M","LE GAGNE","Alain","Maire","Marne","Ecollemont","01/03/2017"
"LE PEN Marine","Mme","MARTY","Christine","Conseiller/ère régional-e","Haute-Vienne","Nouvelle-Aquitaine","01/03/2017"
"LE PEN Marine","Mme","DU PARC","Hombeline","Conseiller/ère régional-e","Bas-Rhin","Grand Est","01/03/2017"
"LE PEN Marine","M","GERARD","Vincent","Conseiller/ère régional-e","Haute-Vienne","Nouvelle-Aquitaine","01/03/2017"
"LE PEN Marine","M","GIRARD","Olivier","Maire délégué-e","Haute-Saône","La Romaine","01/03/2017"
"LE PEN Marine","M","MARCHIOL","Pierre","Maire","Gers","Aussos","01/03/2017"
"LE PEN Marine","M","YELMA","Jean-Luc","Conseiller/ère régional-e","Gers","Occitanie","01/03/2017"
"LE PEN Marine","M","DUTHEIL DE LA ROCHERE","Bertrand","Conseiller/ère régional-e","Seine-et-Marne","Île-de-France","01/03/2017"
